RefSeq_accession_number,gene_symbol,gene_name,AO-A12D.01TCGA,C8-A131.01TCGA,AO-A12B.01TCGA,BH-A18Q.02TCGA,C8-A130.02TCGA,C8-A138.03TCGA,E2-A154.03TCGA,C8-A12L.04TCGA,A2-A0EX.04TCGA,AO-A12D.05TCGA,AN-A04A.05TCGA,BH-A0AV.05TCGA,C8-A12T.06TCGA,A8-A06Z.07TCGA,A2-A0CM.07TCGA,BH-A18U.08TCGA,A2-A0EQ.08TCGA,AR-A0U4.09TCGA,AO-A0J9.10TCGA,AR-A1AP.11TCGA,AN-A0FK.11TCGA,AO-A0J6.11TCGA,A7-A13F.12TCGA,BH-A0E1.12TCGA,A7-A0CE.13TCGA,A2-A0YC.13TCGA,AO-A0JC.14TCGA,A8-A08Z.14TCGA,AR-A0TX.14TCGA,A8-A076.15TCGA,AO-A126.15TCGA,BH-A0C1.16TCGA,A2-A0EY.16TCGA,AR-A1AW.17TCGA,AR-A1AV.17TCGA,C8-A135.17TCGA,A2-A0EV.18TCGA,AN-A0AM.18TCGA,D8-A142.18TCGA,AN-A0FL.19TCGA,BH-A0DG.19TCGA,AR-A0TV.20TCGA,C8-A12Z.20TCGA,AO-A0JJ.20TCGA,AO-A0JE.21TCGA,AN-A0AJ.21TCGA,A7-A0CJ.22TCGA,AO-A12F.22TCGA,A8-A079.23TCGA,A2-A0T3.24TCGA,A2-A0YD.24TCGA,AR-A0TR.25TCGA,AO-A03O.25TCGA,AO-A12E.26TCGA,A8-A06N.26TCGA,A2-A0YG.27TCGA,BH-A18N.27TCGA,AN-A0AL.28TCGA,A2-A0T6.29TCGA,E2-A158.29TCGA,E2-A15A.29TCGA,AO-A0JM.30TCGA,C8-A12V.30TCGA,A2-A0D2.31TCGA,C8-A12U.31TCGA,AR-A1AS.31TCGA,A8-A09G.32TCGA,C8-A131.32TCGA,C8-A134.32TCGA,A2-A0YF.33TCGA,BH-A0DD.33TCGA,BH-A0E9.33TCGA,AR-A0TT.34TCGA,AO-A12B.34TCGA,A2-A0SW.35TCGA,AO-A0JL.35TCGA,BH-A0BV.35TCGA,A2-A0YM.36TCGA,BH-A0C7.36TCGA,A2-A0SX.36TCGA,263d3f-I.CPTAC,blcdb9-I.CPTAC,c4155b-C.CPTAC
NP_062535,YLPM1,YLP motif-containing protein 1,-0.260156965,0.719582584,-0.19699191,-1.199683583,1.549298723,0.804854066,-0.755596593,-0.352514315,0.551043764,-0.317611422,1.288438159,-0.762862105,-0.693661279,0.977653895,-0.275384449,-0.495974391,-0.824647109,-0.225535203,0.354153894,-0.713903467,-0.074822694,-0.732877065,-0.271607861,-0.045185146,0.073059408,0.084716812,-0.550396585,0.604720773,-2.288832748,0.466875639,0.58786158,-0.956108603,0.550296106,0.086382492,1.218732379,0.117506693,-1.493431692,0.383047391,-0.274720815,-0.006100324,1.129403621,0.172175858,-2.696840274,0.168507978,-0.03915729,-0.769768783,0.749589346,-0.07374184,0.887372439,0.438477569,-2.569825176,0.191865603,0.930680318,-0.074272143,0.26672469,0.161865402,0.140452553,0.39317131,0.392848363,0.219872817,0.001507715,0.441419386,0.673904701,-0.943656018,0.327380312,0.247205957,-1.068709705,0.774375898,-0.26953132,0.776937979,-1.16859873,-0.368484364,-0.379611798,-0.572778149,-1.169596192,-0.235408836,-0.158665483,0.045935291,-0.25321777,-0.00828326,-0.518298106,-0.941650522,-0.523580928
NP_003248,TJP1,tight junction protein ZO-1 isoform a,-0.210629588,0.480757609,0.16052822,-0.333229681,-0.78596791,1.046225251,0.332021878,-0.722625558,1.609068495,-0.310281709,-0.014557899,0.040133861,-0.430164855,0.162929623,1.116878564,-0.060862432,-1.027483108,-1.986409114,0.487007458,1.003072801,0.046445935,1.542558136,-0.496593314,1.643053005,-1.47352086,0.925388017,0.21951427,0.830425791,0.276073275,0.225760256,1.913692834,-0.727478969,-0.927888127,-2.345919196,0.09157157,-0.300122682,0.074904805,0.634489992,0.354244017,1.116569757,1.321462166,-0.155590156,-0.571539461,0.266621336,0.080629562,-0.173807973,-0.386083642,-0.179634317,-0.543825031,-0.426756297,0.516013506,-0.049784879,-0.079632006,-0.125820093,0.320262055,0.344451742,1.213063643,2.170605548,1.150148838,0.154888847,0.542806454,0.626031217,-1.629494913,-0.507895743,-0.382721545,-0.049624885,-0.354667232,0.804755061,-0.149442993,1.33340921,-0.241841238,1.310482226,-0.364966309,0.135245155,-1.873932958,0.612317758,0.156283468,1.059402056,-0.219748271,0.635226208,0.720278741,-0.609089997,0.625607348
NP_783297,TJP1,tight junction protein ZO-1 isoform b,-0.195390396,0.581954632,0.135584955,-0.343265827,-0.763008828,1.119368034,0.332021878,-0.719883994,1.575301748,-0.233319721,0.018429343,0.057003524,-0.430164855,0.156630208,1.120552081,-0.057515417,-1.016001825,-1.986409114,0.559473039,1.01962197,0.046445935,1.584904945,-0.556857275,1.643053005,-1.495614863,0.925388017,0.154056262,0.769521263,0.276073275,0.391302161,1.859890986,-0.71911447,-0.923724228,-2.23269809,0.040702079,-0.180310976,0.349363692,0.617727152,0.437383046,1.093843642,1.326146521,-0.155590156,-0.571539461,0.266621336,0.10240899,-0.084171591,-0.35228385,-0.167321238,-0.557015791,-0.43602666,0.465765175,-0.028462777,-0.074185578,-0.193646344,0.306173275,0.320783142,1.181619018,2.160675747,1.198560741,0.188501246,0.641224406,0.660218593,-1.622088483,-0.408103314,-0.382721545,-0.145034798,-0.365364498,0.827539433,-0.117654907,1.295554025,-0.312227882,1.369050828,-0.280754752,0.089566232,-1.873932958,0.612317758,0.156283468,1.008958009,-0.224210871,0.590538051,0.866311819,-0.597513523,0.654923376
NP_004136,MYO9B,unconventional myosin-IXb isoform 1,0.749439549,1.743696459,-2.07050825,0.887834698,1.401704624,0.201426104,-0.435708807,0.330135311,0.704870055,0.990742369,0.23614514,0.758781511,-0.357915836,0.083137039,0.389522162,-0.147884824,0.400023071,0.669926274,1.465292797,0.84999299,-0.39950967,0.258038265,1.102410441,-0.292561944,-0.330945234,0.297844723,0.534336117,-0.606204563,-0.735745432,0.830348083,-0.799457501,0.81437698,0.317117748,1.702711382,0.578847739,0.052466053,0.326958885,0.487815141,1.091651061,0.134801589,-0.018263294,-0.152788737,-1.574806462,0.513596341,1.07159352,-1.242176742,0.043173708,0.697056891,-0.880189414,0.688777367,-0.692902223,-1.644204233,-0.629721196,-0.009158943,-0.161574232,0.510131939,-0.373142985,0.224364706,0.655655834,0.370008197,0.869375115,0.04826456,1.414547663,1.275062328,0.327380312,0.12352644,-0.726397209,1.530057581,0.567554959,-0.078589219,-0.802588176,-0.606663345,1.286312498,-2.719687524,-0.307668096,0.20729283,-0.473614435,0.724637016,-0.27106817,0.444556736,-1.099726101,-0.804837647,-0.31250553
NP_008832,MYO9A,unconventional myosin-IXa,0.071295476,1.172945248,-1.482955788,0.178613744,0.076637602,0.077083372,0.648146278,-0.007077155,0.749892384,-0.130703737,0.536329042,0.310048471,-2.385138325,-1.075955225,1.061775807,0.605193567,2.35949536,1.29795127,-0.036355069,1.238898458,-0.88849608,0.582697133,0.114081487,-0.839394867,,,-2.956757636,-0.02940285,1.505487402,0.628818807,-1.456608644,0.069936585,0.383740136,1.772986552,0.902806071,-0.505514179,0.116913819,-0.13660065,2.219450069,2.961930295,1.194984588,-0.371299413,0.169190382,0.963564499,0.596076016,-1.683090838,-0.034565812,0.677355965,-0.42510819,1.078132607,-0.610140266,-0.923991033,0.522198246,2.220968162,-0.068588282,0.317401914,-0.271821416,-0.437621975,2.018105091,1.120685097,0.122293384,0.585006366,0.218409279,1.421424558,-0.060613486,-0.374725331,-0.135373289,1.03639618,-0.767544676,1.204701579,-0.302842996,1.657989264,-0.745749006,-2.422774525,-2.909533133,-0.549381648,-1.047153052,0.97456434,-1.598691649,1.674970672,-0.810364261,-1.139502986,-0.396544809
NP_001952,EEF2,elongation factor 2,0.235116797,0.998886368,-0.718028998,-0.269667426,1.421383837,-0.365430467,0.666963206,1.561097889,0.224631879,0.342062759,0.186664277,0.198708695,0.373074245,-0.532105775,-0.172525968,1.358271958,1.555805554,0.832191105,-0.257777676,1.011347386,-0.821993928,-0.730053944,0.833231417,-0.335961382,0.338187453,-0.688858569,-0.478704481,0.063745253,0.004078999,-0.162903348,-0.484332391,0.744672824,0.86258855,1.43722741,-0.998106457,0.357130105,-0.165946871,0.789546262,0.972364627,-0.658339824,-0.449223931,0.435509236,-0.021461603,-0.457387581,1.078853329,0.179892345,0.401451495,0.903916614,0.241025195,1.016330188,-0.084010682,-1.466520055,0.573939309,-0.497507944,-2.381966011,0.168627859,-0.488439943,0.280633574,0.133498885,0.119035622,0.341497006,1.053373419,0.759078641,0.663002094,-0.913467778,-0.180371803,0.485068111,1.169305019,0.613471084,-1.130963384,0.541796743,-0.723800549,1.02635508,-0.983888455,1.123518482,1.733200699,0.156283468,0.392164887,0.239899522,0.182386212,-0.813068578,-0.258638558,-0.341821557
NP_001716,BPI,bactericidal permeability-increasing protein precursor,-2.626041625,5.900870172,-1.308352934,-3.066406661,-1.874884374,-1.250458145,-0.597534393,-0.662311133,-6.243576052,-3.590328329,-3.026293091,-3.242702588,-1.318402801,-0.513207531,-2.472147725,-2.400425967,-3.897803843,7.031308645,-0.298036332,-4.855332972,-4.370079318,-0.075089966,-5.62706516,-1.186590373,-2.855974241,-6.660386895,-3.96044709,-4.783538709,2.786580442,0.614423859,-2.951531421,-0.64383398,-2.281155383,-2.080435224,1.52394932,-0.827294189,-4.061582707,-0.538908811,0.665111692,-0.478803516,-1.025399566,-1.794420226,-1.615437213,-2.602348577,-1.295104284,0.279219147,-6.267247325,-2.987016275,-2.439996795,-2.793788947,-2.927475061,-2.850087518,-3.377443931,-3.3597757,-1.835321335,-1.488174111,-0.890232371,-1.672227135,-3.369448064,-1.404726443,-3.859160149,-2.536301076,-3.140406557,-2.224325528,0.342021587,-5.399647444,-2.060881082,6.003389353,-1.339730234,-4.62878255,-2.116472216,-4.507332236,-5.505532708,-2.913822946,-4.955004287,-3.503865815,-5.144804674,-0.946895272,-1.409031152,2.774299347,-0.364152079,0.010777564,0.735053851
NP_004841,ROCK2,rho-associated protein kinase 2,1.126609567,0.533380061,-0.440881611,0.576714185,0.204552488,1.04988239,0.151379364,0.146450472,1.406468015,0.96875323,0.721057597,0.738537915,-0.098669354,-0.049150665,0.345439956,-0.914351275,0.086201337,-0.688290463,0.076369168,0.419714599,0.288983195,1.469157,-1.159496881,1.278497723,0.776911244,0.491238569,-0.079722338,-0.663526472,-0.213516422,0.592831437,0.2266206,0.95657346,-0.378253426,-0.546094031,0.048734104,0.429017129,0.21493485,0.257326091,1.34468289,-0.681065939,-1.273670368,0.34866525,-2.156138743,-0.849841012,0.251235078,-0.781881808,0.479191015,1.002421244,-1.233042246,-0.105383718,-0.583538208,-1.499687768,-0.474498008,-1.148639946,-0.663134811,-0.774734895,0.629591161,0.74402425,0.195742759,1.524033879,0.614383147,-0.546595785,1.259012641,-0.378165585,0.067497674,-0.321719823,-1.61159593,0.292106683,2.294707661,0.898074574,-1.016094332,1.185535875,0.096366573,-0.378642727,-1.166380043,2.169622909,0.47123242,1.08462408,-0.315694169,0.191323844,-0.02340823,-0.807994868,0.422349558
NP_005397,NA,rho-associated protein kinase 1,-0.260156965,1.338908366,-1.017348177,0.325810546,-0.405503121,1.496053368,-1.128171778,0.16838299,1.128830319,-0.346930274,1.113605776,0.340413865,-0.379165547,0.952456237,-0.212934657,-0.8976162,0.135953564,1.67656921,-0.310113929,-0.589784701,-0.266505367,1.599020548,-0.958617012,1.295857499,0.00362111,0.842504941,0.250684749,-0.484395505,-0.534469668,0.14658804,0.095958969,0.516043189,-0.299139341,-0.116634663,-0.529571679,-0.80675504,0.08890781,0.404000941,0.422924085,-0.928780593,0.084792511,0.911750453,-2.002992067,-0.345741346,0.577926493,-1.32454531,0.884788511,0.655192423,-0.527336581,-0.247529282,-1.473229246,-0.260636769,-1.122622896,-0.684708395,-0.192569548,-0.568479956,0.273218747,-0.222476304,0.057423038,0.107831489,-0.204275276,-0.040622618,1.099774404,-0.787314545,0.481113704,-0.116765194,-0.838718497,1.355377393,1.231572767,1.075993947,-0.62192912,0.744319073,-0.020797334,-1.215138002,0.165105897,0.828958999,0.106554687,1.270349889,-0.529898966,0.533933051,0.092877369,-0.790103953,0.289450234
NP_001181875,NA,eukaryotic translation initiation factor 4 gamma 1 isoform 6,1.732367476,0.44432668,-1.039519968,-0.430245755,0.873645737,0.21605466,-0.665275336,1.369188356,-0.300628626,1.760362247,0.189963001,-1.505127283,-0.12841895,0.62278688,0.547483401,-0.445769165,-0.396012546,0.207171014,-0.817372994,-0.403606551,-1.166240361,-1.506412108,0.214521421,-0.952233406,0.991538709,-0.329698571,-0.94626168,-0.359003828,-1.309653354,0.08540951,-0.411315597,1.397103731,1.133242001,-0.108826311,0.043379421,-0.450743113,-0.95011512,0.244753961,-0.527752643,0.623413062,-0.945765535,0.732459642,-1.040355816,-1.749777329,-0.45659632,-0.12293327,0.65494993,0.310426218,-0.026087697,-0.167186137,-1.40524621,-1.014017683,0.944296387,-0.719978045,-1.291494414,1.057890957,-0.935652384,2.832592229,-1.322316185,0.638907385,0.283340943,1.631140075,-0.185241136,0.200630505,0.180967558,0.717188124,-0.59268139,0.440205103,2.019210911,-1.339166906,-1.046595212,-1.934218323,-0.148945357,-1.155184416,-1.111705499,-0.138077264,-1.494712088,-0.988167674,-1.342092153,-1.095695092,-2.381572007,-1.198437762,-1.584821121
NP_886553,NA,eukaryotic translation initiation factor 4 gamma 1 isoform 1,1.728557677,0.456470323,-1.045062916,-0.440281901,0.873645737,0.197768964,-0.627641479,1.37741305,-0.289373044,1.760362247,0.199859174,-1.498379418,-0.124169008,0.62278688,0.540136366,-0.439075135,-0.396012546,0.207171014,-0.813347128,-0.403606551,-1.189711709,-1.51488147,0.226574213,-0.965253238,0.988382423,-0.325751757,-0.968081016,-0.34825597,-1.206295529,0.096205721,-0.442059511,1.477960553,1.112422505,-0.112730487,0.040702079,-0.450743113,-0.989323532,0.253135381,-0.542211605,0.632503508,-0.922343762,0.715651129,-1.012226835,-1.732861233,-0.463856129,-0.081748986,0.65494993,0.310426218,-0.029385387,-0.188816984,-1.40524621,-1.014017683,0.957912456,-0.719978045,-1.291494414,1.057890957,-0.935652384,2.832592229,-1.322316185,0.638907385,0.283340943,1.641396288,-0.177834706,0.230568234,0.184627877,0.741924028,-0.635470452,0.444002499,2.012146892,-1.339166906,-1.046595212,-1.934218323,-0.148945357,-1.158039349,-1.111705499,-0.138077264,-1.494712088,-0.988167674,-1.342092153,-1.095695092,-2.313964101,-1.198437762,-1.584821121
NP_937887,EIF4G1,eukaryotic translation initiation factor 4 gamma 1 isoform 2,1.774275255,0.472661847,-1.039519968,-0.423554991,0.873645737,0.197768964,-0.627641479,1.462401558,-0.289373044,1.753032534,0.199859174,-1.505127283,-0.124169008,0.62278688,0.540136366,-0.439075135,-0.396012546,0.201161206,-0.825424725,-0.403606551,-1.138857122,-1.506412108,0.194433434,-0.965253238,1.001007568,-0.333645384,-0.943144632,-0.34825597,-1.200855644,0.08540951,-0.369042717,1.408256397,1.112422505,-0.112730487,0.070152837,-0.44389673,-0.969719326,0.232181831,-0.433769393,0.62114045,-0.945765535,0.732459642,-1.040355816,-1.783609522,-0.452966415,-0.13262369,0.678609784,0.315351449,0.013484583,-0.127014565,-1.387511505,-0.999802948,0.922510677,-0.709125845,-1.268952366,1.010553758,-0.939146231,2.799492895,-1.329232171,0.634425732,0.301235116,1.641396288,-0.192647565,0.200630505,0.169986601,0.695985921,-0.635470452,0.447799894,2.02980694,-1.339166906,-1.046595212,-1.934218323,-0.156268101,-1.155184416,-1.095624751,-0.078422429,-1.468190071,-0.935430716,-1.344323453,-1.074840619,-2.381572007,-1.187913695,-1.580912317
NP_937885,EIF4G1,eukaryotic translation initiation factor 4 gamma 1 isoform 3,1.781894852,0.456470323,-1.045062916,-0.423554991,0.873645737,0.197768964,-0.627641479,1.462401558,-0.289373044,1.753032534,0.199859174,-1.505127283,-0.12841895,0.591289807,0.543809883,-0.439075135,-0.396012546,0.192146493,-0.825424725,-0.403606551,-1.138857122,-1.506412108,0.194433434,-0.965253238,1.001007568,-0.333645384,-0.943144632,-0.34825597,-1.200855644,0.08540951,-0.369042717,1.397103731,1.108258605,-0.112730487,0.070152837,-0.44389673,-0.969719326,0.232181831,-0.433769393,0.62114045,-0.945765535,0.732459642,-1.040355816,-1.783609522,-0.452966415,-0.12293327,0.678609784,0.320276681,0.013484583,-0.127014565,-1.387511505,-1.014017683,0.911617822,-0.709125845,-1.268952366,1.010553758,-0.939146231,2.812732628,-1.329232171,0.634425732,0.301235116,1.641396288,-0.192647565,0.200630505,0.169986601,0.695985921,-0.635470452,0.447799894,2.02980694,-1.339166906,-1.046595212,-1.934218323,-0.156268101,-1.155184416,-1.095624751,-0.078422429,-1.468190071,-0.935430716,-1.344323453,-1.074840619,-2.381572007,-1.187913695,-1.580912317
NP_001185730,NA,eukaryotic translation initiation factor 4 gamma 3 isoform 1,0.448465494,0.254076277,0.179928537,-0.998960671,1.004840491,-0.270344849,-1.086774535,-0.00433559,0.944989143,0.360387041,0.9123836,-0.955176265,0.041578743,1.685288122,-0.396610516,-0.164619899,0.511008806,-1.003805413,-0.088691321,1.156152613,-0.141324846,-0.603013517,-0.247502277,0.167472102,-0.062660902,0.775409117,-0.011147282,0.626216489,-0.92070154,-0.166502085,-0.361356739,-0.772089629,0.483673718,-0.272801706,-0.202936005,0.062735628,-0.546828592,0.651252832,0.112056409,-1.321942382,-1.297092142,-0.27605117,-0.521532383,-0.322058811,-0.634461646,-1.574073616,1.516844608,-0.662307005,0.013484583,-0.093023234,-1.020994267,0.073409485,0.293448286,1.027226159,0.072299522,1.162709041,-0.261339875,-0.589878912,-0.44052796,0.542551843,-0.043227718,-0.891888284,0.151751412,-0.986899404,0.521377211,0.699519622,-0.295832272,0.280714497,-0.721628551,-0.320862408,-0.445962508,-0.337247776,0.26845106,0.106695828,-0.420233332,0.150777724,-1.027261539,0.426558556,-0.813274061,-0.523686676,-0.842816056,-0.85851039,-0.53726174
NP_001263347,NA,protein transport protein Sec16A isoform 2,0.814206118,0.173118658,0.933769432,-2.36387647,-1.533778011,1.649653213,0.117508892,0.464471984,0.003272095,0.9797478,0.034922964,-1.204847279,-1.95589415,-0.593000115,-1.597850635,-0.328623638,0.419158543,-1.096957445,0.201171001,-1.425517728,0.907062017,-0.411041317,-0.251519874,1.265477892,-1.91224465,0.234695713,0.867860252,-0.394830022,-0.344073674,1.78041467,0.595547558,-0.671715643,1.395567653,-1.342545948,-0.580441169,-0.019420971,-0.207955884,-0.907691292,-1.145873254,-0.194727078,1.382358778,-0.135980224,0.822407837,-0.051401272,0.164117368,0.158088901,-0.206944748,-1.04154983,-0.026087697,-0.018860332,-1.337263174,1.866835118,0.01023405,0.622981708,0.024397669,2.153408995,-0.160018306,-1.44384173,-0.267628308,-0.64956789,-1.559758895,2.000363738,-1.485069535,-1.279623864,0.697072516,0.455694287,2.177910378,0.40982594,-1.505734685,-0.241366518,-0.220725244,-0.731609696,-0.167252217,0.977450295,0.364507173,-1.243261564,0.925421961,-0.818492243,-0.382633168,-1.742183771,0.049608309,-0.358617196,-0.83628522
NP_055681,SEC16A,protein transport protein Sec16A isoform 1,0.825635512,0.173118658,0.955941223,-2.383948762,-1.510818929,1.678910327,0.113745507,0.464471984,0.052046285,1.009066652,0.034922964,-1.140742559,-1.95589415,-0.593000115,-1.597850635,-0.345358713,0.419158543,-1.096957445,0.19311927,-1.400693974,0.903150125,-0.416687558,-0.22741429,1.256798004,-1.931182367,0.254429778,0.842923868,-0.380499545,-0.520869954,1.78041467,0.580175601,-0.668927477,1.391403754,-1.342545948,-0.580441169,-0.019420971,-0.207955884,-0.907691292,-1.145873254,-0.19699969,1.424517971,-0.141583062,0.950550974,-0.051401272,0.156857559,0.148398481,-0.206944748,-1.044012446,-0.026087697,-0.01268009,-1.325440037,1.866835118,-0.033337371,0.666390508,-0.029139697,2.160171452,-0.153030612,-1.447151663,-0.278002287,-0.64956789,-1.559758895,2.05506354,-1.459147031,-1.289603107,0.667789965,0.462761688,2.185933327,0.432610313,-1.512798705,-0.218653406,-0.208994137,-0.74722799,-0.159929473,0.988870026,0.348426425,-1.318615039,0.922106709,-0.818492243,-0.382633168,-1.742183771,0.009043565,-0.358617196,-0.820650006
NP_056193,VPS13D,vacuolar protein sorting-associated protein 13D isoform 1,0.974217641,-0.316674934,-0.366051816,-0.905289979,0.217671963,0.442797289,-0.24001275,-0.856962232,0.689862612,0.807499542,-0.347729043,-0.368111987,-0.030670276,1.296824229,-0.190893553,-0.352052743,-0.713661374,-0.030216424,-0.096743053,0.593480872,-0.602928017,0.52058848,0.379242913,-1.394907677,-0.138411772,-0.250762307,0.231982462,0.052997395,0.213514591,-0.238476826,1.156623973,-1.075999753,-0.465695311,0.066861612,0.718069501,-0.526053328,-0.13233966,1.669595365,-0.397621989,2.680126469,-0.514804898,1.354374643,0.353591481,-1.448670817,-0.721579356,-0.13262369,-0.288064247,-0.509624828,-0.494359681,-0.605983312,-0.045585488,-0.755783344,1.094073147,0.259433007,0.193463032,0.479700882,-1.134801674,-0.814954383,0.475840196,-0.526322429,-0.772415275,-0.560270735,0.044358183,-0.657584387,1.293704489,0.540503099,1.48258812,0.07185775,-0.156507012,-0.854620528,0.187517297,-0.813605739,0.07439834,-0.524244294,-0.60355386,-0.587058386,-0.238231534,-1.283953223,-2.181060939,-1.906040348,0.287588139,-0.268110218,0.180003731
NP_001511,GTF3C1,general transcription factor 3C polypeptide 1,-0.111574836,-0.292387649,-0.584998252,-0.099052951,0.657174391,1.152282287,-0.142164722,0.543977362,-0.488221663,-0.526508246,1.558933543,-0.611035137,-1.560649514,0.076837625,-0.606000995,-0.268377366,-0.051574058,-0.315682331,1.24387019,-0.610471162,-0.728108538,-0.659475929,-0.114921563,-1.256029475,0.382375461,-0.432315713,-0.20128721,0.966565326,-1.448370435,1.035476096,0.142074839,-0.345500189,0.554460005,-0.019030262,0.139763718,0.726834799,-1.476628087,-1.523725664,-0.375933546,-0.478803516,0.10352993,0.847317818,-0.746564233,-0.744961216,0.251235078,-0.505704847,1.195746591,0.615790571,-0.164590678,0.818562447,-0.746106338,0.679904811,0.179073306,0.902425859,1.188130924,0.777248991,0.074069456,-0.864603384,-0.371368099,0.990717156,-0.280325512,1.073885844,-0.974025891,-0.454673114,0.063837355,0.886805748,0.142755614,-0.155985973,-0.08586682,0.262107453,-0.37088342,-0.380198084,0.696831593,-0.698395187,-0.127563718,-0.436351436,-0.665899058,-1.497193968,-1.745957446,-1.79580956,-0.237049215,-0.262848185,-0.158107785
NP_072174,TNS1,tensin-1,0.890402081,-0.276196125,-1.313895882,0.06487076,0.063518126,0.548854324,1.686840734,-0.944692304,2.130577139,0.730537554,0.575913732,2.135346024,0.496322572,-0.303227049,-1.568462498,-0.763735597,-2.608073059,-0.652231611,2.379164287,-0.643569499,1.184806297,6.152714069,0.106046292,4.229659529,-1.344113123,1.529250432,-0.999251496,1.769072057,2.707702102,0.905921562,-0.857102338,-1.809287483,0.775146665,-1.838376308,-0.267192203,1.685328448,4.054558668,0.341140291,1.800140182,-0.867420082,0.824920562,-0.984810158,-1.437286998,2.154457671,1.173230849,-0.592918624,-0.605782285,-0.965208742,0.689511038,0.40757636,1.461864443,-2.369155678,-1.296908579,1.36364436,-0.386994717,-0.443374501,0.301169524,1.02536859,1.655015822,-1.061879978,-0.257957796,0.711499657,0.122125694,0.390236121,-0.774375662,0.646514114,-0.943016836,-0.288894812,1.29161693,1.250127802,-1.23194671,3.508757086,2.106459844,-1.492066472,2.207360902,0.697090418,0.958574482,4.292406893,0.019000825,2.917301451,4.422487698,0.492779843,4.266657957
NP_073585,TNS3,tensin-3,1.157087953,1.537254531,-1.582728848,-0.055562987,-0.72693027,0.369654505,0.358365578,-0.637637051,0.911222396,1.060374644,-0.727082326,1.119792303,-0.719160933,-0.674892503,-0.099055624,0.437842814,0.246939299,0.384460367,0.116627824,0.572794411,0.574551258,1.119090046,-0.147062342,-0.240482618,-0.078442333,0.637270656,0.101066446,1.686671813,0.553507436,0.905921562,-0.326769836,2.010500311,0.346265043,0.914067817,0.145118401,0.360553297,1.777670145,0.885932592,0.314481872,-1.19694875,0.033264609,1.057424237,-0.196486376,-0.267927303,1.013515046,0.46818233,-0.984339947,-1.955180275,0.082736073,-0.485468595,0.480544096,-2.999342228,-1.473917477,-0.204498544,0.193463032,-0.541430128,0.702961952,0.138306437,1.125942887,-1.102214856,-0.186381103,-0.232071924,1.788572359,0.97568504,0.499415298,0.370885475,-0.683608147,1.803470049,1.115016449,0.564948939,0.086629772,-0.130305383,1.513317567,-2.394225199,0.686122135,0.580920477,-0.573071998,1.623458219,0.550050217,0.635226208,0.574245663,-0.093410702,0.942220445
